Word,Frequency 2020,Frequency 2024,Growth Rate (%)
donna,2.0,3.0,50.0
dishes,1.0,1.5,50.0
trinity,1.0,1.5,50.0
vocational,1.0,1.5,50.0
coaches,1.0,1.5,50.0
riverside,2.0,3.0,50.0
midwest,2.0,3.0,50.0
traditions,2.0,3.0,50.0
allied,2.0,3.0,50.0
humanities,2.0,3.0,50.0
custody,1.0,1.5,50.0
aj,2.0,3.0,50.0
obituaries,1.0,1.5,50.0
treasurer,1.0,1.5,50.0
stomach,2.0,3.0,50.0
deny,2.0,3.0,50.0
cg,1.0,1.5,50.0
benz,1.0,1.5,50.0
bulgarian,1.0,1.5,50.0
warming,2.0,3.0,50.0
gentle,2.0,3.0,50.0
tenant,1.0,1.5,50.0
accreditation,1.0,1.5,50.0
standings,1.0,1.5,50.0
ministries,1.0,1.5,50.0
myanmar,1.0,1.5,50.0
poet,2.0,3.0,50.0
lexington,1.0,1.5,50.0
coleman,2.0,3.0,50.0
anaheim,2.0,3.0,50.0
incidence,1.0,1.5,50.0
undo,1.0,1.5,50.0
vcr,1.0,1.5,50.0
thrown,1.0,1.5,50.0
rwanda,2.0,3.0,50.0
llp,1.0,1.5,50.0
tmp,1.0,1.5,50.0
ate,2.0,3.0,50.0
fin,2.0,3.0,50.0
mud,1.0,1.5,50.0
shark,1.0,1.5,50.0
laughing,1.0,1.5,50.0
tract,1.0,1.5,50.0
religions,1.0,1.5,50.0
cindy,1.0,1.5,50.0
rb,2.0,3.0,50.0
rotary,1.0,1.5,50.0
kinase,1.0,1.5,50.0
dosage,1.0,1.5,50.0
cathedral,2.0,3.0,50.0
tomato,2.0,3.0,50.0
nil,1.0,1.5,50.0
mattress,1.0,1.5,50.0
bloody,1.0,1.5,50.0
upset,2.0,3.0,50.0
cj,1.0,1.5,50.0
changelog,2.0,3.0,50.0
deferred,1.0,1.5,50.0
defensive,2.0,3.0,50.0
arrivals,1.0,1.5,50.0
practitioner,2.0,3.0,50.0
spine,2.0,3.0,50.0
enclosed,2.0,3.0,50.0
indonesian,1.0,1.5,50.0
therapist,2.0,3.0,50.0
internship,1.0,1.5,50.0
continent,1.0,1.5,50.0
ceo,166.0,248.55,49.73
rapid,81.0,120.9,49.26
explained,56.0,83.35,48.84
org,4772.0,7093.79,48.65
pmc,210.0,311.63,48.4
battle,80.0,118.64,48.3
jordan,37.0,54.82,48.16
oracle,37.0,54.82,48.16
china,337.0,497.85,47.73
accountability,28.0,41.3,47.5
replacement,27.0,39.8,47.41
singer,27.0,39.8,47.41
opened,20.0,29.29,46.45
screening,20.0,29.29,46.45
ai,3248.0,4753.22,46.34
artistic,19.0,27.78,46.21
el,92.0,134.41,46.1
barbara,18.0,26.28,46.0
harm,18.0,26.28,46.0
argued,35.0,51.06,45.89
ensuring,17.0,24.78,45.76
coral,17.0,24.78,45.76
cruz,17.0,24.78,45.76
cage,17.0,24.78,45.76
bulletin,16.0,23.28,45.5
hate,16.0,23.28,45.5
hughes,16.0,23.28,45.5
trouble,15.0,21.78,45.2
protecting,15.0,21.78,45.2
li,118.0,171.21,45.09
governance,29.0,42.05,45.0
confusion,29.0,42.05,45.0
boundary,28.0,40.55,44.82
wu,56.0,81.1,44.82
christina,14.0,20.27,44.79
machinery,41.0,59.32,44.68
diversity,27.0,39.05,44.63
shot,67.0,96.87,44.58
cv,52.0,75.09,44.4
cm,13.0,18.77,44.38
platinum,13.0,18.77,44.38
destruction,13.0,18.77,44.38
feelings,13.0,18.77,44.38
nissan,13.0,18.77,44.38
venice,13.0,18.77,44.38
twist,13.0,18.77,44.38
findings,25.0,36.04,44.16
specs,37.0,53.31,44.08
analyzed,37.0,53.31,44.08
joined,49.0,70.58,44.04
century,85.0,122.4,44.0
edit,12.0,17.27,43.92
layout,12.0,17.27,43.92
margaret,12.0,17.27,43.92
surgical,12.0,17.27,43.92
harrison,12.0,17.27,43.92
aerial,24.0,34.54,43.92
bo,12.0,17.27,43.92
dylan,12.0,17.27,43.92
infringement,12.0,17.27,43.92
benchmark,47.0,67.58,43.79
movie,210.0,301.86,43.74
valuation,34.0,48.81,43.56
fine,45.0,64.58,43.51
avatar,33.0,47.31,43.36
ee,11.0,15.77,43.36
assessments,11.0,15.77,43.36
en,2304.0,3300.97,43.27
podcast,43.0,61.57,43.19
faq,21.0,30.04,43.05
boss,21.0,30.04,43.05
adrian,21.0,30.04,43.05
nano,31.0,44.3,42.9
went,61.0,87.1,42.79
debate,71.0,101.37,42.77
indiana,10.0,14.27,42.7
relay,10.0,14.27,42.7
stuck,10.0,14.27,42.7
cycles,10.0,14.27,42.7
worldcat,10.0,14.27,42.7
nightmare,10.0,14.27,42.7
introduces,50.0,71.34,42.68
virtually,20.0,28.53,42.65
gave,56.0,79.6,42.14
reform,9.0,12.77,41.89
cancel,9.0,12.77,41.89
fell,9.0,12.77,41.89
surprise,9.0,12.77,41.89
soviet,9.0,12.77,41.89
cardiovascular,9.0,12.77,41.89
agenda,27.0,38.3,41.85
guidelines,36.0,51.06,41.83
discussions,18.0,25.53,41.83
americans,18.0,25.53,41.83
assign,18.0,25.53,41.83
engagement,17.0,24.03,41.35
lauren,17.0,24.03,41.35
danny,17.0,24.03,41.35
dead,648.0,915.35,41.26
style,568.0,801.97,41.19
champion,75.0,105.88,41.17
citizens,25.0,35.29,41.16
nonprofit,25.0,35.29,41.16
song,147.0,207.25,40.99
nasdaq,16.0,22.53,40.81
expect,24.0,33.79,40.79
lawyers,24.0,33.79,40.79
religious,8.0,11.26,40.75
seat,8.0,11.26,40.75
dsl,8.0,11.26,40.75
responsibilities,8.0,11.26,40.75
anytime,8.0,11.26,40.75
beast,8.0,11.26,40.75
alfred,8.0,11.26,40.75
bacteria,8.0,11.26,40.75
isolation,8.0,11.26,40.75
fighter,8.0,11.26,40.75
eva,8.0,11.26,40.75
ru,70.0,98.37,40.53
explaining,31.0,43.55,40.48
delay,23.0,32.29,40.39
personalized,38.0,53.31,40.29
ja,106.0,148.68,40.26
peace,15.0,21.03,40.2
gone,15.0,21.03,40.2
adapter,15.0,21.03,40.2
cumulative,15.0,21.03,40.2
rose,29.0,40.55,39.83
love,72.0,100.62,39.75
origin,28.0,39.05,39.46
clusters,42.0,58.57,39.45
chicken,7.0,9.76,39.43
attachments,7.0,9.76,39.43
retired,7.0,9.76,39.43
contests,7.0,9.76,39.43
debug,7.0,9.76,39.43
musicians,7.0,9.76,39.43
dying,7.0,9.76,39.43
implied,7.0,9.76,39.43
fg,7.0,9.76,39.43
realm,7.0,9.76,39.43
resist,7.0,9.76,39.43
leader,55.0,76.59,39.25
fda,41.0,57.07,39.2
decade,40.0,55.57,38.92
loved,20.0,27.78,38.9
toyota,20.0,27.78,38.9
crystal,33.0,45.81,38.82
zdnet,66.0,91.61,38.8
cup,59.0,81.85,38.73
permanent,13.0,18.02,38.62
partly,13.0,18.02,38.62
offerings,13.0,18.02,38.62
entertainment,254.0,351.42,38.35
whatever,19.0,26.28,38.32
prime,75.0,103.62,38.16
viral,31.0,42.8,38.06
powered,110.0,151.68,37.89
leaving,36.0,49.56,37.67
singh,18.0,24.78,37.67
singles,6.0,8.26,37.67
fantastic,6.0,8.26,37.67
elected,6.0,8.26,37.67
physicians,12.0,16.52,37.67
restoration,6.0,8.26,37.67
aside,6.0,8.26,37.67
norton,6.0,8.26,37.67
drunk,6.0,8.26,37.67
possession,6.0,8.26,37.67
revolutionary,6.0,8.26,37.67
oecd,6.0,8.26,37.67
griffin,12.0,16.52,37.67
moved,30.0,41.3,37.67
compiler,30.0,41.3,37.67
meta,95.0,130.66,37.54
letter,77.0,105.88,37.51
web,12406.0,17057.53,37.49
film,470.0,645.78,37.4
yu,82.0,112.64,37.37
employee,23.0,31.54,37.13
outer,46.0,63.08,37.13
trained,171.0,234.28,37.01
link,416.0,569.94,37.0
exclusive,84.0,114.89,36.77
consensus,50.0,68.33,36.66
lack,72.0,98.37,36.63
workplace,11.0,15.02,36.55
bt,11.0,15.02,36.55
expanding,22.0,30.04,36.55
negotiations,11.0,15.02,36.55
affecting,11.0,15.02,36.55
leon,11.0,15.02,36.55
stuart,87.0,118.64,36.37
medium,114.0,155.44,36.35
judge,27.0,36.79,36.26
killed,27.0,36.79,36.26
url,14623.0,19919.22,36.22
score,155.0,211.0,36.13
pmid,524.0,712.61,35.99
lives,58.0,78.84,35.93
sydney,21.0,28.53,35.86
super,78.0,105.88,35.74
gender,52.0,70.58,35.73
aaron,67.0,90.86,35.61
policy,117.0,158.44,35.42
vincent,71.0,96.12,35.38
nature,319.0,431.77,35.35
loans,5.0,6.76,35.2
accommodation,5.0,6.76,35.2
adobe,5.0,6.76,35.2
costa,5.0,6.76,35.2
behalf,10.0,13.52,35.2
appointment,5.0,6.76,35.2
purple,5.0,6.76,35.2
glance,5.0,6.76,35.2
pride,5.0,6.76,35.2
applicants,5.0,6.76,35.2
ceiling,5.0,6.76,35.2
warrant,5.0,6.76,35.2
contrary,5.0,6.76,35.2
anger,5.0,6.76,35.2
impression,5.0,6.76,35.2
farming,5.0,6.76,35.2
slight,5.0,6.76,35.2
productive,5.0,6.76,35.2
aqua,5.0,6.76,35.2
medicines,5.0,6.76,35.2
exec,5.0,6.76,35.2
idol,5.0,6.76,35.2
backing,5.0,6.76,35.2
richards,5.0,6.76,35.2
seek,35.0,47.31,35.17
bandwidth,30.0,40.55,35.17
stress,25.0,33.79,35.16
jessica,25.0,33.79,35.16
lu,25.0,33.79,35.16
double,45.0,60.82,35.16
transparency,45.0,60.82,35.16
appearing,15.0,20.27,35.13
collins,15.0,20.27,35.13
bomb,15.0,20.27,35.13
tb,15.0,20.27,35.13
artist,95.0,127.65,34.37
kong,57.0,76.59,34.37
hollywood,137.0,183.97,34.28
ongoing,33.0,44.3,34.24
exhibition,42.0,56.32,34.1
poker,14.0,18.77,34.07
inch,14.0,18.77,34.07
nearby,14.0,18.77,34.07
essence,14.0,18.77,34.07
cleanup,14.0,18.77,34.07
hong,74.0,99.12,33.95
notification,23.0,30.79,33.87
woman,41.0,54.82,33.71
medicine,100.0,133.66,33.66
authors,163.0,217.76,33.6
partnership,95.0,126.9,33.58
harmful,18.0,24.03,33.5
gabriel,27.0,36.04,33.48
packaging,9.0,12.01,33.44
prague,9.0,12.01,33.44
governmental,9.0,12.01,33.44
praise,9.0,12.01,33.44
alleged,9.0,12.01,33.44
civilian,9.0,12.01,33.44
reviewing,9.0,12.01,33.44
ladder,9.0,12.01,33.44
continually,9.0,12.01,33.44
arbor,9.0,12.01,33.44
installation,22.0,29.29,33.14
wider,22.0,29.29,33.14
propose,22.0,29.29,33.14
omega,48.0,63.83,32.98
fourth,96.0,127.65,32.97
un,52.0,69.08,32.85
pan,13.0,17.27,32.85
surveys,13.0,17.27,32.85
opt,13.0,17.27,32.85
substantially,13.0,17.27,32.85
distinguished,13.0,17.27,32.85
athletes,13.0,17.27,32.85
fires,13.0,17.27,32.85
stopping,13.0,17.27,32.85
biology,95.0,126.15,32.79
seasons,47.0,62.33,32.62
compilation,17.0,22.53,32.53
cas,17.0,22.53,32.53
markets,38.0,50.31,32.39
paths,38.0,50.31,32.39
joshua,25.0,33.04,32.16
interference,29.0,38.3,32.07
challenges,135.0,177.96,31.82
save,57.0,75.09,31.74
thank,4.0,5.26,31.5
diamond,4.0,5.26,31.5
ticket,4.0,5.26,31.5
provision,4.0,5.26,31.5
alcohol,4.0,5.26,31.5
retirement,4.0,5.26,31.5
consolidation,4.0,5.26,31.5
amended,4.0,5.26,31.5
aged,4.0,5.26,31.5
bb,4.0,5.26,31.5
fc,4.0,5.26,31.5
mandatory,4.0,5.26,31.5
bow,4.0,5.26,31.5
parade,4.0,5.26,31.5
mercy,4.0,5.26,31.5
tar,4.0,5.26,31.5
clan,4.0,5.26,31.5
requesting,4.0,5.26,31.5
refugees,4.0,5.26,31.5
infectious,4.0,5.26,31.5
reproductive,4.0,5.26,31.5
ruled,4.0,5.26,31.5
fought,4.0,5.26,31.5
travis,4.0,5.26,31.5
mel,4.0,5.26,31.5
restructuring,4.0,5.26,31.5
biotechnology,16.0,21.03,31.44
brandon,16.0,21.03,31.44
philippines,12.0,15.77,31.42
airlines,12.0,15.77,31.42
fold,12.0,15.77,31.42
protest,12.0,15.77,31.42
milan,12.0,15.77,31.42
marvel,108.0,141.92,31.41
mc,32.0,42.05,31.41
ian,72.0,94.61,31.4
returned,20.0,26.28,31.4
horror,28.0,36.79,31.39
talent,28.0,36.79,31.39
mn,8.0,10.51,31.37
husband,8.0,10.51,31.37
basics,8.0,10.51,31.37
spoke,8.0,10.51,31.37
proceed,8.0,10.51,31.37
restore,8.0,10.51,31.37
wellness,8.0,10.51,31.37
congressional,8.0,10.51,31.37
tension,8.0,10.51,31.37
sustainability,8.0,10.51,31.37
onion,8.0,10.51,31.37
caroline,8.0,10.51,31.37
stake,8.0,10.51,31.37
films,103.0,135.16,31.22
driving,175.0,229.03,30.87
bloomberg,143.0,186.98,30.76
mobility,27.0,35.29,30.7
appreciate,23.0,30.04,30.61
months,61.0,79.6,30.49
cold,19.0,24.78,30.42
su,19.0,24.78,30.42
carter,19.0,24.78,30.42
footage,38.0,49.56,30.42
language,3511.0,4577.51,30.38
heat,30.0,39.05,30.17
charlotte,15.0,19.52,30.13
dive,15.0,19.52,30.13
bias,213.0,277.08,30.08
worst,41.0,53.31,30.02
objective,137.0,177.96,29.9
chart,37.0,48.06,29.89
cheaper,11.0,14.27,29.73
inappropriate,11.0,14.27,29.73
completing,11.0,14.27,29.73
genome,11.0,14.27,29.73
prizes,11.0,14.27,29.73
equity,33.0,42.8,29.7
secretary,22.0,28.53,29.68
joins,62.0,80.35,29.6
satellite,51.0,66.08,29.57
blocks,40.0,51.81,29.53
celebrity,29.0,37.55,29.48
weapons,83.0,107.38,29.37
heritage,18.0,23.28,29.33
imagination,18.0,23.28,29.33
civilization,18.0,23.28,29.33
centered,18.0,23.28,29.33
robertson,18.0,23.28,29.33
destiny,18.0,23.28,29.33
promising,18.0,23.28,29.33
additionally,72.0,93.11,29.32
due,286.0,369.44,29.17
leadership,25.0,32.29,29.16
explore,78.0,100.62,29.0
arms,46.0,59.32,28.96
safety,183.0,235.78,28.84
reviews,285.0,367.19,28.84
allen,84.0,108.13,28.73
glasgow,21.0,27.03,28.71
clarke,21.0,27.03,28.71
thailand,7.0,9.01,28.71
subscriptions,7.0,9.01,28.71
disclosure,7.0,9.01,28.71
hunt,14.0,18.02,28.71
haven,7.0,9.01,28.71
doug,7.0,9.01,28.71
observer,14.0,18.02,28.71
hoping,7.0,9.01,28.71
lying,7.0,9.01,28.71
intense,7.0,9.01,28.71
stolen,14.0,18.02,28.71
disco,7.0,9.01,28.71
gl,7.0,9.01,28.71
entertaining,7.0,9.01,28.71
pas,7.0,9.01,28.71
declined,7.0,9.01,28.71
donated,7.0,9.01,28.71
origins,45.0,57.82,28.49
strategies,76.0,97.62,28.45
gen,38.0,48.81,28.45
june,1317.0,1691.03,28.4
jul,24.0,30.79,28.29
crisis,24.0,30.79,28.29
craig,24.0,30.79,28.29
strategy,157.0,201.24,28.18
wang,143.0,183.22,28.13
circle,17.0,21.78,28.12
seriously,17.0,21.78,28.12
sara,17.0,21.78,28.12
trio,17.0,21.78,28.12
scoring,34.0,43.55,28.09
geek,34.0,43.55,28.09
killer,44.0,56.32,28.0
exploring,44.0,56.32,28.0
political,71.0,90.86,27.97
ben,108.0,138.17,27.94
llc,54.0,69.08,27.93
mirror,540.0,690.08,27.79
meetings,10.0,12.77,27.7
sorry,10.0,12.77,27.7
turkey,10.0,12.77,27.7
comfort,10.0,12.77,27.7
certainly,10.0,12.77,27.7
dust,10.0,12.77,27.7
orchestra,10.0,12.77,27.7
naval,10.0,12.77,27.7
parliamentary,10.0,12.77,27.7
halo,10.0,12.77,27.7
narrative,50.0,63.83,27.66
combat,70.0,89.36,27.66
dogs,20.0,25.53,27.65
scored,20.0,25.53,27.65
ar,43.0,54.82,27.49
defeat,33.0,42.05,27.42
approval,23.0,29.29,27.35
impacts,23.0,29.29,27.35
black,774.0,985.19,27.29
feedback,85.0,108.13,27.21
february,1135.0,1442.49,27.09
feeds,13.0,16.52,27.08
participate,13.0,16.52,27.08
audit,13.0,16.52,27.08
compressed,13.0,16.52,27.08
hiring,13.0,16.52,27.08
eco,13.0,16.52,27.08
trap,13.0,16.52,27.08
limiting,13.0,16.52,27.08
billion,162.0,205.75,27.01
carbon,149.0,189.23,27.0
artists,71.0,90.11,26.92
sea,29.0,36.79,26.86
escape,29.0,36.79,26.86
yes,441.0,559.42,26.85
continues,45.0,57.07,26.82
hosting,16.0,20.27,26.69
hide,16.0,20.27,26.69
instruction,35.0,44.3,26.57
der,54.0,68.33,26.54
units,127.0,160.69,26.53
audience,57.0,72.09,26.47
wisdom,19.0,24.03,26.47
returning,19.0,24.03,26.47
systematic,38.0,48.06,26.47
judges,41.0,51.81,26.37
mixed,88.0,111.13,26.28
brands,47.0,59.32,26.21
cancer,72.0,90.86,26.19
studios,72.0,90.86,26.19
streaming,75.0,94.61,26.15
responsible,53.0,66.83,26.09
investment,84.0,105.88,26.05
affected,28.0,35.29,26.04
fl,31.0,39.05,25.97
challenging,31.0,39.05,25.97
circuits,34.0,42.8,25.88
sixth,40.0,50.31,25.78
valve,43.0,54.07,25.74
station,52.0,65.33,25.63
steel,73.0,91.61,25.49
transfer,103.0,129.16,25.4
domestic,18.0,22.53,25.17
suggestions,12.0,15.02,25.17
luxury,12.0,15.02,25.17
shower,6.0,7.51,25.17
strip,6.0,7.51,25.17
witness,6.0,7.51,25.17
walter,24.0,30.04,25.17
metropolitan,6.0,7.51,25.17
tin,6.0,7.51,25.17
tale,12.0,15.02,25.17
absent,6.0,7.51,25.17
transcript,12.0,15.02,25.17
flip,6.0,7.51,25.17
spencer,12.0,15.02,25.17
gravity,6.0,7.51,25.17
jm,6.0,7.51,25.17
encouraging,6.0,7.51,25.17
doctrine,6.0,7.51,25.17
chassis,6.0,7.51,25.17
stays,6.0,7.51,25.17
despite,84.0,105.13,25.15
chemistry,39.0,48.81,25.15
dreams,39.0,48.81,25.15
announces,120.0,150.18,25.15
minister,27.0,33.79,25.15
greg,54.0,67.58,25.15
finance,63.0,78.84,25.14
showed,63.0,78.84,25.14
forever,21.0,26.28,25.14
danger,21.0,26.28,25.14
closing,15.0,18.77,25.13
herald,15.0,18.77,25.13
vocal,15.0,18.77,25.13
yourself,9.0,11.26,25.11
premier,9.0,11.26,25.11
sit,9.0,11.26,25.11
settlement,9.0,11.26,25.11
modem,9.0,11.26,25.11
thirty,9.0,11.26,25.11
stroke,9.0,11.26,25.11
cave,9.0,11.26,25.11
cadillac,9.0,11.26,25.11
acknowledged,9.0,11.26,25.11
magical,9.0,11.26,25.11
temporarily,9.0,11.26,25.11
verbal,9.0,11.26,25.11
july,1209.0,1512.32,25.09
issue,1475.0,1844.97,25.08
gifts,3.0,3.75,25.0
discount,3.0,3.75,25.0
reservations,3.0,3.75,25.0
pearl,3.0,3.75,25.0
jewellery,3.0,3.75,25.0
undergraduate,3.0,3.75,25.0
passion,3.0,3.75,25.0
photoshop,3.0,3.75,25.0
nepal,3.0,3.75,25.0
rocky,3.0,3.75,25.0
untitled,3.0,3.75,25.0
renewal,3.0,3.75,25.0
bowling,3.0,3.75,25.0
mega,3.0,3.75,25.0
sys,3.0,3.75,25.0
royalty,3.0,3.75,25.0
pit,3.0,3.75,25.0
uganda,3.0,3.75,25.0
twins,3.0,3.75,25.0
hungarian,3.0,3.75,25.0
remembered,3.0,3.75,25.0
fence,3.0,3.75,25.0
boring,3.0,3.75,25.0
speeches,3.0,3.75,25.0
merit,3.0,3.75,25.0
jenny,3.0,3.75,25.0
boxed,3.0,3.75,25.0
kw,3.0,3.75,25.0
forge,3.0,3.75,25.0
chancellor,3.0,3.75,25.0
kirk,3.0,3.75,25.0
executive,98.0,122.4,24.9
sarah,68.0,84.85,24.78
everyone,53.0,66.08,24.68
introducing,82.0,102.12,24.54
performance,468.0,582.7,24.51
lawrence,35.0,43.55,24.43
animated,35.0,43.55,24.43
trailer,93.0,115.64,24.34
andrea,26.0,32.29,24.19
generated,222.0,275.58,24.14
gaming,121.0,150.18,24.12
violent,23.0,28.53,24.04
economic,109.0,135.16,24.0
backed,43.0,53.31,23.98
generate,163.0,201.99,23.92
legislative,20.0,24.78,23.9
quarterly,20.0,24.78,23.9
rl,20.0,24.78,23.9
davis,37.0,45.81,23.81
standing,17.0,21.03,23.71
bigger,17.0,21.03,23.71
departure,17.0,21.03,23.71
rpg,17.0,21.03,23.71
stakeholders,17.0,21.03,23.71
incident,31.0,38.3,23.55
office,160.0,197.49,23.43
volume,1961.0,2419.41,23.38
brief,56.0,69.08,23.36
lessons,14.0,17.27,23.36
demands,14.0,17.27,23.36
arrow,14.0,17.27,23.36
ties,14.0,17.27,23.36
approx,14.0,17.27,23.36
physiology,14.0,17.27,23.36
nuclear,39.0,48.06,23.23
karen,39.0,48.06,23.23
ho,25.0,30.79,23.16
formerly,47.0,57.82,23.02
park,69.0,84.85,22.97
capital,69.0,84.85,22.97
irish,11.0,13.52,22.91
streets,11.0,13.52,22.91
refine,11.0,13.52,22.91
shaped,11.0,13.52,22.91
lopez,11.0,13.52,22.91
angry,11.0,13.52,22.91
hints,11.0,13.52,22.91
convinced,11.0,13.52,22.91
examining,11.0,13.52,22.91
pull,33.0,40.55,22.88
accounting,22.0,27.03,22.86
knight,22.0,27.03,22.86
us,1391.0,1708.31,22.81
quest,63.0,77.34,22.76
oclc,90.0,110.38,22.64
pages,2299.0,2817.39,22.55
worker,19.0,23.28,22.53
hero,19.0,23.28,22.53
rebecca,19.0,23.28,22.53
wednesday,27.0,33.04,22.37
guidance,27.0,33.04,22.37
settings,70.0,85.6,22.29
terry,35.0,42.8,22.29
joel,35.0,42.8,22.29
limits,78.0,95.36,22.26
race,134.0,163.7,22.16
researchers,300.0,366.44,22.15
east,24.0,29.29,22.04
landscape,24.0,29.29,22.04
eden,24.0,29.29,22.04
austin,32.0,39.05,22.03
adoption,40.0,48.81,22.03
cohen,64.0,78.09,22.02
housing,8.0,9.76,22.0
guaranteed,8.0,9.76,22.0
volunteer,8.0,9.76,22.0
twin,16.0,19.52,22.0
disorders,8.0,9.76,22.0
commissioner,8.0,9.76,22.0
vista,16.0,19.52,22.0
promoting,16.0,19.52,22.0
earned,8.0,9.76,22.0
atlas,16.0,19.52,22.0
injured,8.0,9.76,22.0
towers,8.0,9.76,22.0
evident,8.0,9.76,22.0
plots,8.0,9.76,22.0
isaac,16.0,19.52,22.0
impact,162.0,197.49,21.91
ng,66.0,80.35,21.74
patients,95.0,115.64,21.73
elder,29.0,35.29,21.69
predictions,79.0,96.12,21.67
virginia,21.0,25.53,21.57
dream,42.0,51.06,21.57
compared,139.0,168.95,21.55
inline,173.0,210.25,21.53
grant,55.0,66.83,21.51
attack,136.0,165.2,21.47
tf,34.0,41.3,21.47
hu,34.0,41.3,21.47
website,4385.0,5326.16,21.46
march,1498.0,1817.19,21.31
employees,52.0,63.08,21.31
whom,26.0,31.54,21.31
caught,13.0,15.77,21.31
judicial,13.0,15.77,21.31
wrap,13.0,15.77,21.31
acoustic,13.0,15.77,21.31
offensive,13.0,15.77,21.31
vulnerable,13.0,15.77,21.31
fears,13.0,15.77,21.31
editor,338.0,409.99,21.3
jones,78.0,94.61,21.29
war,166.0,201.24,21.23
opportunities,44.0,53.31,21.16
md,31.0,37.55,21.13
johnson,62.0,75.09,21.11
thing,103.0,124.65,21.02
dollars,18.0,21.78,21.0
queen,18.0,21.78,21.0
engaged,18.0,21.78,21.0
tom,180.0,217.76,20.98
intellectual,36.0,43.55,20.97
advantages,36.0,43.55,20.97
moreover,36.0,43.55,20.97
advance,59.0,71.34,20.92
apple,968.0,1169.91,20.86
cat,46.0,55.57,20.8
outdoor,23.0,27.78,20.78
editions,23.0,27.78,20.78
documentation,120.0,144.92,20.77
biz,28.0,33.79,20.68
trend,28.0,33.79,20.68
reads,28.0,33.79,20.68
execute,28.0,33.79,20.68
playstation,117.0,141.17,20.66
accuracy,155.0,186.98,20.63
songs,66.0,79.6,20.61
cole,33.0,39.8,20.61
train,99.0,119.39,20.6
dl,99.0,119.39,20.6
russell,104.0,125.4,20.58
adam,96.0,115.64,20.46
drive,181.0,217.76,20.31
improved,98.0,117.89,20.3
diet,5.0,6.01,20.2
wisconsin,5.0,6.01,20.2
resume,5.0,6.01,20.2
physician,5.0,6.01,20.2
bachelor,5.0,6.01,20.2
turkish,5.0,6.01,20.2
statutory,5.0,6.01,20.2
salem,5.0,6.01,20.2
outreach,5.0,6.01,20.2
vessel,5.0,6.01,20.2
ugly,5.0,6.01,20.2
frederick,5.0,6.01,20.2
cia,5.0,6.01,20.2
lyric,5.0,6.01,20.2
appointments,5.0,6.01,20.2
livestock,5.0,6.01,20.2
holly,5.0,6.01,20.2
mild,5.0,6.01,20.2
andrews,5.0,6.01,20.2
locks,5.0,6.01,20.2
earthquake,5.0,6.01,20.2
girlfriend,5.0,6.01,20.2
coated,5.0,6.01,20.2
hitting,5.0,6.01,20.2
figured,5.0,6.01,20.2
magnificent,5.0,6.01,20.2
absorption,5.0,6.01,20.2
korean,45.0,54.07,20.16
responsibility,20.0,24.03,20.15
changed,60.0,72.09,20.15
participation,20.0,24.03,20.15
realized,20.0,24.03,20.15
victor,20.0,24.03,20.15
molecules,20.0,24.03,20.15
fake,145.0,174.21,20.14
reporter,90.0,108.13,20.14
morning,35.0,42.05,20.14
got,65.0,78.09,20.14
alternate,30.0,36.04,20.13
assess,30.0,36.04,20.13
routine,15.0,18.02,20.13
treatments,15.0,18.02,20.13
leslie,15.0,18.02,20.13
bid,10.0,12.01,20.1
announcements,10.0,12.01,20.1
batteries,10.0,12.01,20.1
src,10.0,12.01,20.1
affiliated,10.0,12.01,20.1
lazy,10.0,12.01,20.1
january,1297.0,1556.62,20.02
force,107.0,128.4,20.0
nick,107.0,128.4,20.0
join,67.0,80.35,19.93
views,47.0,56.32,19.83
felt,47.0,56.32,19.83
played,79.0,94.61,19.76
giant,37.0,44.3,19.73
discovered,37.0,44.3,19.73
journal,4521.0,5411.01,19.69
czech,27.0,32.29,19.59
diagnostic,27.0,32.29,19.59
act,152.0,181.72,19.55
reverse,49.0,58.57,19.53
spin,49.0,58.57,19.53
emma,22.0,26.28,19.45
fortune,100.0,119.39,19.39
reported,117.0,139.67,19.38
owner,56.0,66.83,19.34
symbol,34.0,40.55,19.26
circuit,51.0,60.82,19.25
acceptance,17.0,20.27,19.24
entitled,17.0,20.27,19.24
turner,17.0,20.27,19.24
reaches,17.0,20.27,19.24
ending,75.0,89.36,19.15
cruise,58.0,69.08,19.1
secrets,29.0,34.54,19.1
reed,29.0,34.54,19.1
policies,41.0,48.81,19.05
fall,89.0,105.88,18.97
shall,12.0,14.27,18.92
heard,12.0,14.27,18.92
expenses,12.0,14.27,18.92
cats,12.0,14.27,18.92
depression,12.0,14.27,18.92
roots,12.0,14.27,18.92
murray,12.0,14.27,18.92
portuguese,12.0,14.27,18.92
gp,12.0,14.27,18.92
loving,12.0,14.27,18.92
happiness,12.0,14.27,18.92
reynolds,12.0,14.27,18.92
ships,24.0,28.53,18.88
phys,24.0,28.53,18.88
brand,91.0,108.13,18.82
expansion,67.0,79.6,18.81
reward,67.0,79.6,18.81
debut,43.0,51.06,18.74
timeline,43.0,51.06,18.74
eggs,19.0,22.53,18.58
continuity,19.0,22.53,18.58
doc,95.0,112.64,18.57
era,57.0,67.58,18.56
destroy,38.0,45.05,18.55
rely,38.0,45.05,18.55
controls,64.0,75.84,18.5
today,180.0,213.26,18.48
brown,71.0,84.1,18.45
weapon,26.0,30.79,18.42
concluded,26.0,30.79,18.42
opening,85.0,100.62,18.38
